,t,z,Precipitation (mm),AirTemp (DegC),WindSpeed_Avg (m/s),EVI,sum_rain_10,sum_rain_20,sum_rain_30,sum_rain_40,sum_rain_50,sum_rain_60,sum_rain_70,sum_rain_80,sum_rain_90,sum_rain_100,water_content,time
22,7,0.5588,0.0,9.023333333333332,0.3166666666666667,2292.787126068376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 07:00:00
23,7,0.762,0.0,9.023333333333332,0.3166666666666667,2292.787126068376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 07:00:00
24,8,0.3048,0.0,10.441666666666666,0.2691666666666666,2293.511485042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761666666666666,2023-12-20 08:00:00
25,8,0.5588,0.0,10.441666666666666,0.2691666666666666,2293.511485042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 08:00:00
26,8,0.762,0.0,10.441666666666666,0.2691666666666666,2293.511485042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 08:00:00
27,9,0.3048,0.0,13.198333333333332,0.6443333333333333,2294.235844017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 09:00:00
28,9,0.5588,0.0,13.198333333333332,0.6443333333333333,2294.235844017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 09:00:00
29,9,0.762,0.0,13.198333333333332,0.6443333333333333,2294.235844017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 09:00:00
30,10,0.3048,0.0,15.463333333333331,0.663,2294.960202991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 10:00:00
31,10,0.5588,0.0,15.463333333333331,0.663,2294.960202991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 10:00:00
32,10,0.762,0.0,15.463333333333331,0.663,2294.960202991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 10:00:00
33,11,0.3048,0.0,17.841666666666665,0.5723333333333334,2295.684561965812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 11:00:00
34,11,0.5588,0.0,17.841666666666665,0.5723333333333334,2295.684561965812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 11:00:00
35,11,0.762,0.0,17.841666666666665,0.5723333333333334,2295.684561965812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 11:00:00
36,12,0.3048,0.0,19.093333333333334,0.5333333333333333,2296.408920940171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 12:00:00
37,12,0.5588,0.0,19.093333333333334,0.5333333333333333,2296.408920940171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 12:00:00
38,12,0.762,0.0,19.093333333333334,0.5333333333333333,2296.408920940171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 12:00:00
39,13,0.3048,0.0,21.191666666666663,1.0235,2297.13327991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 13:00:00
40,13,0.5588,0.0,21.191666666666663,1.0235,2297.13327991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 13:00:00
41,13,0.762,0.0,21.191666666666663,1.0235,2297.13327991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 13:00:00
42,14,0.3048,0.0,21.66333333333333,0.9515,2297.857638888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2023-12-20 14:00:00
43,14,0.5588,0.0,21.66333333333333,0.9515,2297.857638888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,2023-12-20 14:00:00
44,14,0.762,0.0,21.66333333333333,0.9515,2297.857638888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2023-12-20 14:00:00
